time,gps_lat,gps_lon,gps_alt,t_u,rh_u,station_id,site,position,resolution,season
2014-04-01,64.482778,-49.541837,526.0,-9.6938,61.528,NUK_L,NUK,L,month,MAM
2014-05-01,64.482802,-49.542062,529.75,0.1201,67.3384,NUK_L,NUK,L,month,MAM
2014-06-01,64.482833,-49.54235,530.19,4.4489,65.1314,NUK_L,NUK,L,month,JJA
2014-07-01,64.482703,-49.540334,532.47,5.0231,63.9742,NUK_L,NUK,L,month,JJA
2014-08-01,64.481986,-49.529962,548.13,5.069,67.8616,NUK_L,NUK,L,month,JJA
2014-09-01,64.481993,-49.530205,545.13,0.8257,73.1857,NUK_L,NUK,L,month,SON
2014-10-01,64.482002,-49.5304,543.46,-4.1484,63.957,NUK_L,NUK,L,month,SON
2014-11-01,64.481999,-49.530646,540.38,-7.4485,56.8968,NUK_L,NUK,L,month,SON
2014-12-01,64.482024,-49.530833,545.45,-11.6964,64.3784,NUK_L,NUK,L,month,DJF
2015-01-01,64.482035,-49.531047,548.09,-16.5231,60.9803,NUK_L,NUK,L,month,DJF
2015-02-01,64.482023,-49.531233,540.64,-15.9074,64.9892,NUK_L,NUK,L,month,DJF
2015-03-01,64.482047,-49.531413,539.92,-15.3466,62.1307,NUK_L,NUK,L,month,MAM
2015-04-01,64.482069,-49.531661,542.84,-7.2334,63.5228,NUK_L,NUK,L,month,MAM
2015-05-01,64.482082,-49.531869,543.45,-2.1125,60.3916,NUK_L,NUK,L,month,MAM
2015-06-01,64.482101,-49.532159,543.17,3.325,64.0643,NUK_L,NUK,L,month,JJA
2015-07-01,64.48212,-49.53247,540.45,4.7637,65.8521,NUK_L,NUK,L,month,JJA
2015-08-01,64.482139,-49.532692,538.91,4.0033,69.2426,NUK_L,NUK,L,month,JJA
2015-09-01,64.482154,-49.532929,537.18,0.5212,75.3454,NUK_L,NUK,L,month,SON
2015-10-01,64.482165,-49.533109,535.97,-5.7906,64.548,NUK_L,NUK,L,month,SON
2015-11-01,64.482186,-49.533302,537.0,-11.2954,60.0494,NUK_L,NUK,L,month,SON
2015-12-01,64.482182,-49.533494,534.8,-15.9522,54.8754,NUK_L,NUK,L,month,DJF
2016-01-01,64.482219,-49.533703,539.44,-8.4721,46.3158,NUK_L,NUK,L,month,DJF
2016-02-01,64.482235,-49.533899,538.49,-9.5781,51.8021,NUK_L,NUK,L,month,DJF
2016-03-01,64.482251,-49.534077,535.47,-7.8128,59.2236,NUK_L,NUK,L,month,MAM
2016-04-01,64.482254,-49.534337,535.34,0.128,58.1521,NUK_L,NUK,L,month,MAM
2016-05-01,64.482278,-49.53461,535.64,1.2098,66.1436,NUK_L,NUK,L,month,MAM
2016-06-01,64.482301,-49.534892,534.61,4.6978,70.6938,NUK_L,NUK,L,month,JJA
2016-07-01,64.482315,-49.535127,531.47,5.7641,63.2753,NUK_L,NUK,L,month,JJA
2016-08-01,64.48233,-49.53536,528.13,4.8613,66.3844,NUK_L,NUK,L,month,JJA
2016-09-01,64.482348,-49.535563,525.88,0.4605,65.5525,NUK_L,NUK,L,month,SON
2016-10-01,64.482362,-49.53573,524.71,-5.509,65.7275,NUK_L,NUK,L,month,SON
2016-11-01,64.482388,-49.53593,525.21,-7.2032,70.4906,NUK_L,NUK,L,month,SON
2016-12-01,64.482392,-49.536111,526.0,-10.9706,52.9369,NUK_L,NUK,L,month,DJF
2017-01-01,64.482396,-49.536312,521.33,-11.7619,62.3147,NUK_L,NUK,L,month,DJF
2017-02-01,64.482451,-49.536448,528.39,-11.7944,57.6731,NUK_L,NUK,L,month,DJF
2017-03-01,64.48245,-49.536687,524.53,-10.2902,56.8155,NUK_L,NUK,L,month,MAM
2017-04-01,64.482457,-49.536861,526.58,-7.4632,59.1174,NUK_L,NUK,L,month,MAM
2017-05-01,64.482481,-49.537076,529.57,1.4394,77.9746,NUK_L,NUK,L,month,MAM
2017-06-01,64.482511,-49.53733,527.98,3.5265,71.1187,NUK_L,NUK,L,month,JJA
2017-07-01,64.482524,-49.537542,526.75,4.3804,68.5586,NUK_L,NUK,L,month,JJA
2017-08-01,64.482534,-49.537679,526.12,4.7723,75.1496,NUK_L,NUK,L,month,JJA
2017-09-01,,,,0.555,69.882,NUK_L,NUK,L,month,SON
2017-10-01,,,,-1.6152,65.5726,NUK_L,NUK,L,month,SON
2017-11-01,,,,-5.6763,64.1106,NUK_L,NUK,L,month,SON
2017-12-01,,,,-6.8631,56.402,NUK_L,NUK,L,month,DJF
2018-01-01,,,,-13.5454,53.916,NUK_L,NUK,L,month,DJF
2018-02-01,,,,-18.3754,62.7585,NUK_L,NUK,L,month,DJF
2018-03-01,,,,-9.9677,53.8228,NUK_L,NUK,L,month,MAM
2018-04-01,,,,-4.4713,64.6913,NUK_L,NUK,L,month,MAM
2018-05-01,,,,-4.2714,63.7982,NUK_L,NUK,L,month,MAM
2018-06-01,,,,3.1364,79.6862,NUK_L,NUK,L,month,JJA
2018-07-01,,,,4.0333,79.4182,NUK_L,NUK,L,month,JJA
2018-08-01,64.482761,-49.540117,522.15,3.7279,74.0468,NUK_L,NUK,L,month,JJA
2018-09-01,64.482785,-49.540308,521.78,0.7717,66.864,NUK_L,NUK,L,month,SON
2018-10-01,64.482802,-49.540478,521.59,-7.8887,61.0078,NUK_L,NUK,L,month,SON
2018-11-01,64.482822,-49.540659,521.04,-7.1522,50.7445,NUK_L,NUK,L,month,SON
2018-12-01,64.482839,-49.54084,520.89,-6.2531,61.1483,NUK_L,NUK,L,month,DJF
2019-01-01,64.48286,-49.541031,521.69,-10.3852,61.6143,NUK_L,NUK,L,month,DJF
2019-02-01,64.482876,-49.541206,522.26,-9.4315,48.4884,NUK_L,NUK,L,month,DJF
2019-03-01,64.482895,-49.541391,521.82,-10.3492,56.5296,NUK_L,NUK,L,month,MAM
2019-04-01,64.482914,-49.541615,522.89,-2.4349,51.5585,NUK_L,NUK,L,month,MAM
2019-05-01,64.482938,-49.541845,523.03,3.5458,60.6188,NUK_L,NUK,L,month,MAM
2019-06-01,64.482965,-49.542109,522.28,4.4766,69.7769,NUK_L,NUK,L,month,JJA
2019-07-01,64.482984,-49.542329,520.35,5.5004,67.2063,NUK_L,NUK,L,month,JJA
2019-08-01,64.483007,-49.542558,517.82,3.954,68.422,NUK_L,NUK,L,month,JJA
2019-09-01,64.48303,-49.542755,517.04,1.4946,66.8758,NUK_L,NUK,L,month,SON
2019-10-01,64.48305,-49.542922,516.24,-1.2345,55.4063,NUK_L,NUK,L,month,SON
2019-11-01,64.483069,-49.543103,515.18,-3.6898,50.6216,NUK_L,NUK,L,month,SON
2019-12-01,64.483089,-49.543308,515.88,-10.1587,54.6034,NUK_L,NUK,L,month,DJF
2020-01-01,64.483105,-49.543488,516.05,-15.9088,57.8387,NUK_L,NUK,L,month,DJF
2020-02-01,64.48313,-49.543694,516.54,-15.5746,54.2101,NUK_L,NUK,L,month,DJF
2020-03-01,64.483147,-49.543889,517.73,-12.305,56.3193,NUK_L,NUK,L,month,MAM
2020-04-01,64.48317,-49.544126,517.15,-3.3531,52.1695,NUK_L,NUK,L,month,MAM
2020-05-01,64.483194,-49.544356,517.72,1.7367,63.6285,NUK_L,NUK,L,month,MAM
2020-06-01,64.483225,-49.544639,518.27,2.8927,77.2554,NUK_L,NUK,L,month,JJA
2020-07-01,64.483247,-49.544854,516.58,5.2158,70.5568,NUK_L,NUK,L,month,JJA
2020-08-01,64.483272,-49.545058,514.47,4.1143,71.3706,NUK_L,NUK,L,month,JJA
2020-09-01,64.483333,-49.545225,513.02,-0.0582,68.6806,NUK_L,NUK,L,month,SON
2020-10-01,64.483351,-49.545398,512.84,-2.324,62.9852,NUK_L,NUK,L,month,SON
2020-11-01,64.48337,-49.54559,511.47,-8.6617,63.1143,NUK_L,NUK,L,month,SON
2020-12-01,64.483391,-49.545767,511.92,-6.9986,60.2888,NUK_L,NUK,L,month,DJF
2021-01-01,64.48341,-49.545955,512.53,-6.7719,59.9435,NUK_L,NUK,L,month,DJF
2021-02-01,64.483432,-49.546131,512.48,-12.4026,56.8115,NUK_L,NUK,L,month,DJF
2021-03-01,64.483444,-49.546311,512.01,-9.5721,60.5468,NUK_L,NUK,L,month,MAM
2021-04-01,64.483468,-49.546537,513.28,-2.373,65.0167,NUK_L,NUK,L,month,MAM
2021-05-01,64.483491,-49.546743,513.31,0.5375,62.3052,NUK_L,NUK,L,month,MAM
2021-06-01,64.483521,-49.547049,514.41,3.3392,78.9325,NUK_L,NUK,L,month,JJA
2021-07-01,64.483549,-49.54732,513.45,5.0106,72.5342,NUK_L,NUK,L,month,JJA
2021-08-01,64.483573,-49.547553,510.75,5.2926,74.254,NUK_L,NUK,L,month,JJA
2021-09-01,64.483598,-49.547766,508.38,-2.049,,NUK_L,NUK,L,month,SON
2021-10-01,64.483616,-49.547933,507.57,-2.666,,NUK_L,NUK,L,month,SON
2021-11-01,64.48364,-49.5481,506.62,-7.1645,,NUK_L,NUK,L,month,SON
2021-12-01,64.483647,-49.548288,505.02,-4.9056,,NUK_L,NUK,L,month,DJF
2022-01-01,64.483674,-49.548475,506.45,-10.5728,,NUK_L,NUK,L,month,DJF
2022-02-01,64.483686,-49.548655,507.01,-18.3729,,NUK_L,NUK,L,month,DJF
2022-03-01,64.483704,-49.548869,509.14,-11.895,,NUK_L,NUK,L,month,MAM
2022-04-01,64.483727,-49.549109,509.04,-3.1279,,NUK_L,NUK,L,month,MAM
2022-05-01,64.483746,-49.549299,509.01,-1.8617,,NUK_L,NUK,L,month,MAM
2022-06-01,64.483776,-49.549586,508.49,3.0735,,NUK_L,NUK,L,month,JJA
2022-07-01,64.483799,-49.549846,506.52,4.553,,NUK_L,NUK,L,month,JJA
2022-08-01,64.48382,-49.550058,503.87,3.7202,,NUK_L,NUK,L,month,JJA
2022-09-01,64.483857,-49.550404,502.28,4.9172,,NUK_L,NUK,L,month,SON
2022-10-01,64.483877,-49.550573,501.03,-2.4152,,NUK_L,NUK,L,month,SON
2022-11-01,,,,,,NUK_L,NUK,L,month,SON
2022-12-01,,,,,,NUK_L,NUK,L,month,DJF
2023-01-01,,,,,,NUK_L,NUK,L,month,DJF
2023-02-01,,,,,,NUK_L,NUK,L,month,DJF
2023-03-01,,,,,,NUK_L,NUK,L,month,MAM
2023-04-01,64.483976,-49.551669,498.17,,,NUK_L,NUK,L,month,MAM
2023-05-01,64.483995,-49.551865,497.37,-0.0317,,NUK_L,NUK,L,month,MAM
2023-06-01,64.484026,-49.552133,498.14,1.8979,,NUK_L,NUK,L,month,JJA
2023-07-01,64.484046,-49.552415,496.6,5.3806,,NUK_L,NUK,L,month,JJA
2023-08-01,64.484078,-49.5527,493.74,5.0678,,NUK_L,NUK,L,month,JJA
2023-09-01,64.484108,-49.55286,491.16,-0.1861,64.0221,NUK_L,NUK,L,month,SON
2023-10-01,64.484154,-49.553035,491.46,-3.1134,67.9668,NUK_L,NUK,L,month,SON
2023-11-01,64.484164,-49.553224,487.48,-3.4253,61.95,NUK_L,NUK,L,month,SON
2023-12-01,64.48418,-49.55342,485.57,-8.1485,59.6677,NUK_L,NUK,L,month,DJF
2024-01-01,64.484198,-49.553621,486.93,-9.7457,68.7913,NUK_L,NUK,L,month,DJF
2024-02-01,64.48422,-49.553847,489.0,-11.4642,64.8573,NUK_L,NUK,L,month,DJF
2024-03-01,64.484243,-49.554075,489.18,-7.9373,59.5685,NUK_L,NUK,L,month,MAM
2024-04-01,64.484264,-49.554329,488.9,-1.8907,68.6953,NUK_L,NUK,L,month,MAM
2024-05-01,64.484285,-49.554559,487.55,-1.9191,66.3333,NUK_L,NUK,L,month,MAM
2024-06-01,64.484312,-49.554844,486.76,3.5457,83.9417,NUK_L,NUK,L,month,JJA
2024-07-01,64.484331,-49.555085,484.14,4.4585,78.8535,NUK_L,NUK,L,month,JJA
2024-08-01,64.484347,-49.555299,480.31,3.5052,81.009,NUK_L,NUK,L,month,JJA
2024-09-01,64.48437,-49.555508,479.03,3.3401,73.1213,NUK_L,NUK,L,month,SON
2024-10-01,64.484392,-49.5557,477.75,-2.296,63.4018,NUK_L,NUK,L,month,SON
2024-11-01,64.484401,-49.5559,475.13,-6.7676,60.1305,NUK_L,NUK,L,month,SON
2024-12-01,64.484419,-49.556084,473.36,-10.0914,63.529,NUK_L,NUK,L,month,DJF
2025-01-01,64.484435,-49.556276,472.9,-8.4463,53.6826,NUK_L,NUK,L,month,DJF
2025-02-01,64.484451,-49.556458,475.64,-8.5548,55.1848,NUK_L,NUK,L,month,DJF
2025-03-01,64.48446,-49.55665,472.77,-7.7712,61.1267,NUK_L,NUK,L,month,MAM
2025-04-01,64.484486,-49.556891,471.91,-3.4026,59.4575,NUK_L,NUK,L,month,MAM
2025-05-01,64.484506,-49.557119,470.62,0.4546,71.6467,NUK_L,NUK,L,month,MAM
2025-06-01,64.483524,-49.530878,544.21,3.3186,80.0006,NUK_L,NUK,L,month,JJA
2025-07-01,64.483238,-49.52365,563.59,5.3696,72.9508,NUK_L,NUK,L,month,JJA
2025-08-01,64.483226,-49.52391,561.12,4.2011,78.294,NUK_L,NUK,L,month,JJA
2025-09-01,64.483225,-49.52415,559.53,1.9546,73.5324,NUK_L,NUK,L,month,SON
2025-10-01,,,,,79.5435,NUK_L,NUK,L,month,SON
